Obs,city,street,streetNumber,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours,category
3359,Szczecin,al. Skargi,58,C516,I,11,10,Friday,I,12,4,Saturday,18,Okulary 3D
3360,Mielec,pl. Traugutta,98,C516,IV,3,5,Thursday,IV,5,15,Saturday,57,Okulary 3D
3361,Szczecin,al. Cyprysowa,868,C620,IV,15,9,Tuesday,IV,16,6,Wednesday,21,Okulary 3D
3362,Warszawa,ul. Robotnicza,81,C516,III,7,0,Friday,III,12,22,Wednesday,142,Okulary 3D
3363,Warszawa,ul. Robotnicza,81,C360,V,20,9,Tuesday,V,22,0,Thursday,39,Okulary 3D
3364,Radom,al. Poziomkowa,93,C360,IV,14,22,Monday,IV,16,18,Wednesday,44,Okulary 3D
3365,Radom,ul. Szpitalna,844,C620,I,4,19,Friday,I,7,20,Monday,73,Okulary 3D
3366,Mielec,al. Wladyslawa lokietka,27,C516,VIII,3,2,Sunday,VIII,4,22,Monday,45,Okulary 3D
3367,Mielec,al. Wladyslawa lokietka,27,C620,VI,22,10,Sunday,VI,25,19,Wednesday,81,Okulary 3D
3368,Police,al. lanowa,48,C360,X,12,7,Sunday,X,13,8,Monday,25,Okulary 3D
3369,Mielec,al. Wladyslawa lokietka,27,C516,II,6,17,Wednesday,II,8,12,Friday,42,Okulary 3D
3370,Police,al. lanowa,48,C516,IV,14,6,Monday,IV,14,13,Monday,7,Okulary 3D
3371,Szczecin,pl. Prusa,308,C516,V,3,18,Saturday,V,8,17,Thursday,120,Okulary 3D
3372,Radom,ul. Szmaragdowa,53,C360,V,12,12,Monday,V,13,22,Tuesday,34,Okulary 3D
3373,Police,al. lanowa,48,C360,II,14,1,Thursday,II,15,4,Friday,27,Okulary 3D
3374,Szczecin,pl. Prusa,308,C620,VI,23,19,Monday,VI,26,1,Thursday,55,Okulary 3D
3375,Konin,pl. Lelewela,78,C620,VII,28,14,Monday,VII,29,22,Tuesday,33,Okulary 3D
3376,Kutno,ul. Gorna,87,C360,I,10,7,Thursday,I,15,7,Tuesday,120,Okulary 3D
3377,Warszawa,pl. Gajowa,90,C620,I,10,6,Thursday,I,12,2,Saturday,45,Okulary 3D
3378,Warszawa,pl. Gajowa,90,C360,VII,30,10,Wednesday,VII,31,4,Thursday,18,Okulary 3D
3379,Mielec,pl. Hallera,391,C516,IX,3,17,Wednesday,IX,6,23,Saturday,78,Okulary 3D
3380,Police,ul. Pomorska,20,C620,X,3,21,Friday,X,5,14,Sunday,41,Okulary 3D
3381,Police,al. lanowa,48,C620,I,2,16,Wednesday,I,6,3,Sunday,83,Okulary 3D
3382,Konin,pl. Glowackiego,32,C620,IV,26,5,Saturday,V,1,2,Thursday,117,Okulary 3D
3383,Police,al. lanowa,48,C360,VIII,7,20,Thursday,VIII,9,18,Saturday,46,Okulary 3D
3384,Police,pl. Jezynowa,578,C360,VIII,21,22,Thursday,VIII,22,10,Friday,12,Okulary 3D
3385,Police,al. Sikorskiego,22,C620,IV,12,17,Saturday,IV,13,1,Sunday,8,Okulary 3D
3386,Radom,pl. Lipowa,44,C516,VIII,8,23,Friday,VIII,12,17,Tuesday,90,Okulary 3D
3387,Radom,pl. Lipowa,44,C516,VI,10,13,Tuesday,VI,12,8,Thursday,43,Okulary 3D
3388,Radom,pl. Lipowa,44,C620,IV,9,9,Wednesday,IV,10,16,Thursday,31,Okulary 3D
3389,Radom,pl. Kasztanowa,82,C620,X,17,20,Friday,X,20,6,Monday,58,Okulary 3D
3390,Konin,al. Sarnia,154,C516,II,16,23,Saturday,II,18,20,Monday,44,Okulary 3D
3391,Konin,pl. Boczna,7,C516,VI,10,22,Tuesday,VI,12,8,Thursday,34,Anteny RTV
3392,Warszawa,pl. Spacerowa,1,C516,II,23,20,Saturday,II,25,22,Monday,50,Anteny RTV
3393,Mielec,al. Kasztanowa,10,C516,VIII,23,15,Saturday,VIII,25,1,Monday,34,Anteny RTV
3394,Kutno,pl. Widokowa,16,C620,X,25,22,Saturday,X,29,8,Wednesday,83,Anteny RTV
3395,Konin,al. Kwiatowa,5,C516,X,11,18,Saturday,X,12,19,Sunday,25,Anteny RTV
3396,Gdynia,pl. Lubelska,7,C620,VI,23,8,Monday,VI,24,7,Tuesday,23,Anteny RTV
3397,Mielec,ul. Pomorska,12,C360,V,17,11,Saturday,V,18,22,Sunday,35,Anteny RTV
3398,Kutno,al. Norwida,52,C516,V,30,1,Friday,VI,4,20,Wednesday,139,Anteny RTV
3399,Konin,ul. Jabloniowa,21,C620,VII,13,6,Sunday,VII,15,12,Tuesday,54,Anteny RTV
3400,Konin,pl. Glowna,248,C360,VII,25,22,Friday,VII,27,10,Sunday,36,Anteny RTV
3401,Police,pl. Dlugosza,70,C620,VIII,26,11,Tuesday,VIII,28,21,Thursday,58,Anteny RTV
3402,Warszawa,al. Strazacka,25,C360,II,23,1,Saturday,II,23,16,Saturday,15,Anteny RTV
3403,Szczecin,ul. Wierzbowa,4,C360,V,2,4,Friday,V,6,8,Tuesday,100,Anteny RTV
3404,Warszawa,pl. Zakole,779,C516,VIII,16,8,Saturday,VIII,18,1,Monday,41,Anteny RTV
3405,Konin,ul. Mostowa,932,C516,IX,29,8,Monday,IX,30,15,Tuesday,31,Anteny RTV
3406,Warszawa,al. Baltycka,54,C620,IX,24,16,Wednesday,IX,27,17,Saturday,73,Anteny RTV
3407,Police,ul. Powstancow,75,C516,IV,3,6,Thursday,IV,7,9,Monday,99,Anteny RTV
3408,Kutno,al. Broniewskiego,729,C516,IV,19,16,Saturday,IV,21,17,Monday,48,Anteny RTV
3409,Mielec,pl. Mila,341,C360,III,15,11,Saturday,III,17,0,Monday,37,Anteny RTV
3410,Police,al. Sikorskiego,22,C620,VII,30,2,Wednesday,VII,30,13,Wednesday,11,Anteny RTV
3411,Szczecin,al. Zamkowa,88,C516,II,17,0,Sunday,II,19,12,Tuesday,61,Anteny RTV
3412,Warszawa,pl. Spacerowa,1,C516,III,15,7,Saturday,III,18,8,Tuesday,73,Anteny RTV
3413,Kutno,pl. Plater,12,C360,VIII,19,12,Tuesday,VIII,21,1,Thursday,37,Anteny RTV
3414,Warszawa,ul. Nadbrzezna,43,C360,VII,31,22,Thursday,VIII,2,15,Saturday,41,Anteny RTV
3415,Konin,pl. Jagiellonska,1,C360,V,26,16,Monday,V,30,13,Friday,92,Anteny RTV
3416,Kutno,ul. Kazimierza Wielkiego,40,C360,V,11,6,Sunday,V,13,7,Tuesday,49,Anteny RTV
3417,Radom,ul. Orzeszkowej,96,C360,I,4,19,Friday,I,8,21,Tuesday,98,Anteny RTV
3418,Kutno,al. Norwida,52,C360,VI,4,10,Wednesday,VI,7,13,Saturday,75,Anteny RTV
3419,Warszawa,pl. Sienkiewicza,75,C516,VII,25,23,Friday,VII,27,16,Sunday,40,Anteny RTV
3420,Gdynia,al. Jabloniowa,676,C620,VIII,25,17,Monday,VIII,29,19,Friday,98,Anteny RTV
3421,Mielec,ul. Szymanowskiego,39,C620,IX,14,21,Sunday,IX,19,0,Friday,98,Anteny RTV
3422,Konin,ul. Mostowa,932,C620,I,24,23,Thursday,I,25,21,Friday,23,Anteny RTV
3423,Kutno,al. Tulipanowa,23,C516,X,14,18,Tuesday,X,17,6,Friday,60,Anteny RTV
3424,Konin,ul. Mostowa,932,C516,IX,27,16,Saturday,IX,28,0,Sunday,9,Anteny RTV
3425,Mielec,ul. Brzozowa,64,C360,VI,30,15,Monday,VI,30,16,Monday,1,Anteny RTV
3426,Kutno,al. Broniewskiego,729,C620,II,11,22,Monday,II,14,10,Thursday,60,Anteny RTV
3427,Police,al. lanowa,48,C516,VIII,27,18,Wednesday,VIII,28,21,Thursday,27,Anteny RTV
3428,Szczecin,pl. Prusa,308,C516,III,26,12,Wednesday,III,27,18,Thursday,30,Anteny RTV
3429,Police,ul. Wiejska,42,C620,IX,1,9,Monday,IX,4,15,Thursday,78,Anteny RTV
3430,Konin,ul. Perlowa,346,C620,IX,10,16,Wednesday,IX,12,11,Friday,43,Anteny RTV
3431,Mielec,al. Kasztanowa,10,C516,VIII,23,5,Saturday,VIII,27,1,Wednesday,92,Anteny RTV
3432,Kutno,pl. Widokowa,16,C620,VIII,23,6,Saturday,VIII,24,15,Sunday,33,Anteny RTV
3433,Warszawa,al. Reja,71,C360,V,29,15,Thursday,V,30,0,Friday,8,Anteny RTV
3434,Warszawa,ul. Boczna,78,C516,X,9,6,Thursday,X,11,1,Saturday,43,Anteny RTV
3435,Konin,al. Strumykowa,54,C620,II,22,9,Friday,II,25,16,Monday,79,Anteny RTV
3436,Konin,al. Strumykowa,54,C620,IX,5,13,Friday,IX,6,14,Saturday,25,Anteny RTV
3437,Kutno,al. Torowa,74,C620,VI,17,18,Tuesday,VI,18,5,Wednesday,11,Anteny RTV
3438,Police,ul. Sosnowa,967,C516,II,2,14,Saturday,II,2,15,Saturday,1,Anteny RTV
3439,Konin,al. Drzymaly,90,C620,VII,12,22,Saturday,VII,15,7,Tuesday,56,Anteny RTV
3440,Radom,ul. Orzeszkowej,96,C360,V,2,9,Friday,V,3,23,Saturday,38,Anteny RTV
3441,Mielec,al. Jana,365,C360,II,4,16,Monday,II,6,11,Wednesday,43,Anteny RTV
3442,Mielec,ul. Borowkowa,65,C516,III,10,22,Monday,III,12,8,Wednesday,34,Anteny RTV
3443,Kutno,pl. Wroclawska,571,C516,IX,15,1,Monday,IX,17,23,Wednesday,70,Anteny RTV
3444,Szczecin,pl. Slowianska,29,C360,X,7,20,Tuesday,X,10,2,Friday,55,Anteny RTV
3445,Warszawa,pl. Truskawkowa,38,C620,VII,5,4,Saturday,VII,6,1,Sunday,21,Anteny RTV
3446,Kutno,al. Widokowa,755,C620,V,24,13,Saturday,V,27,12,Tuesday,72,Anteny RTV
3447,Mielec,pl. Cisowa,939,C620,IV,28,15,Monday,IV,29,13,Tuesday,22,Anteny RTV
3448,Kutno,pl. Korczaka,49,C360,IV,2,16,Wednesday,IV,6,2,Sunday,82,Anteny RTV
3449,Warszawa,ul. Reymonta,952,C516,IX,12,6,Friday,IX,14,17,Sunday,59,Anteny RTV
3450,Gdynia,al. Wypoczynkowa,366,C516,VII,25,12,Friday,VII,26,6,Saturday,18,Anteny RTV
3451,Gdynia,pl. Opolska,89,C516,VI,11,14,Wednesday,VI,13,8,Friday,42,Anteny RTV
3452,Warszawa,al. Mokra,49,C516,V,1,19,Thursday,V,5,18,Monday,95,Anteny RTV
3453,Police,ul. Powstancow,75,C516,I,14,17,Monday,I,15,10,Tuesday,17,Anteny RTV
3454,Kutno,pl. Wyspianskiego,684,C360,II,17,23,Sunday,II,19,7,Tuesday,33,Anteny RTV
3455,Radom,ul. Kolejowa,56,C360,I,4,21,Friday,I,7,16,Monday,67,Anteny RTV
3456,Mielec,ul. Brzozowa,64,C620,IX,20,10,Saturday,IX,20,21,Saturday,10,Anteny RTV
3457,Mielec,pl. Mila,341,C360,VI,26,4,Thursday,VI,27,3,Friday,23,Anteny RTV
3458,Szczecin,al. Skargi,58,C516,I,25,23,Friday,I,27,1,Sunday,26,Anteny RTV
3459,Warszawa,ul. Robotnicza,81,C620,II,22,23,Friday,II,24,1,Sunday,25,Anteny RTV
3460,Radom,ul. Szmaragdowa,53,C360,III,5,18,Wednesday,III,8,22,Saturday,76,Anteny RTV
3461,Police,pl. Jezynowa,578,C516,VII,17,22,Thursday,VII,18,11,Friday,12,Anteny RTV
3462,Police,pl. Lotnicza,86,C620,V,21,17,Wednesday,V,22,20,Thursday,27,Anteny RTV
3463,Police,al. Skladowa,831,C620,III,19,13,Wednesday,III,21,12,Friday,48,Anteny RTV
3464,Szczecin,al. Lelewela,27,C360,V,24,14,Saturday,V,26,8,Monday,42,Anteny RTV
3465,Kutno,al. Torowa,74,C620,II,13,18,Wednesday,II,17,5,Sunday,83,Anteny RTV
3466,Kutno,pl. Wroclawska,571,C620,III,25,23,Tuesday,III,28,12,Friday,61,Anteny RTV
3467,Kutno,al. Norwida,52,C360,VII,4,3,Friday,VII,6,3,Sunday,49,Anteny RTV
3468,Gdynia,al. Torowa,43,C516,I,27,14,Sunday,I,29,6,Tuesday,40,Anteny RTV
3469,Mielec,ul. Pomorska,12,C360,VII,21,12,Monday,VII,22,17,Tuesday,30,Anteny RTV
3470,Mielec,al. Stroma,8,C360,IV,26,13,Saturday,IV,27,8,Sunday,19,Anteny RTV
3471,Konin,al. Lazurowa,274,C516,I,23,11,Wednesday,I,26,0,Saturday,62,Anteny RTV
3472,Radom,al. Sosnowa,49,C620,V,25,2,Sunday,V,25,12,Sunday,10,Anteny RTV
3473,Radom,al. Sosnowa,49,C620,V,13,10,Tuesday,V,15,19,Thursday,57,Anteny RTV
3474,Kutno,al. Grzybowa,76,C360,VI,7,11,Saturday,VI,8,15,Sunday,27,Anteny RTV
3475,Kutno,al. Widokowa,755,C620,II,15,18,Friday,II,17,16,Sunday,46,Anteny RTV
3476,Szczecin,pl. Glowackiego,9,C360,V,31,10,Saturday,V,31,11,Saturday,1,Anteny RTV
3477,Mielec,ul. Szymanowskiego,39,C516,VI,7,20,Saturday,VI,8,11,Sunday,15,Anteny RTV
3478,Mielec,al. Przemyslowa,247,C360,IX,24,0,Wednesday,IX,25,11,Thursday,34,Anteny RTV
3479,Konin,pl. Szeroka,11,C516,VI,14,16,Saturday,VI,15,1,Sunday,9,Anteny RTV
3480,Mielec,al. Przemyslowa,247,C620,VI,3,6,Tuesday,VI,3,9,Tuesday,3,Anteny RTV
3481,Gdynia,ul. Letnia,87,C360,V,29,12,Thursday,V,29,16,Thursday,4,Anteny RTV
3482,Police,ul. Ludowa,90,C620,VII,17,6,Thursday,VII,17,16,Thursday,10,Anteny RTV
3483,Warszawa,al. Baltycka,54,C360,VI,14,8,Saturday,VI,16,9,Monday,49,Anteny RTV
3484,Warszawa,al. Baltycka,54,C620,X,9,22,Thursday,X,16,3,Thursday,150,Anteny RTV
3485,Police,pl. Mila,51,C516,II,11,18,Monday,II,15,22,Friday,100,Anteny RTV
3486,Warszawa,ul. Konarskiego,65,C360,VII,1,8,Tuesday,VII,5,11,Saturday,99,Anteny RTV
3487,Warszawa,ul. Konarskiego,65,C360,IX,3,13,Wednesday,IX,6,15,Saturday,74,Anteny RTV
3488,Kutno,al. Wiatraczna,574,C360,III,20,23,Thursday,III,24,1,Monday,74,Anteny RTV
3489,Szczecin,pl. Prusa,308,C516,II,22,15,Friday,II,27,3,Wednesday,107,Anteny RTV
3490,Kutno,ul. Gorna,87,C620,X,10,13,Friday,X,12,11,Sunday,46,Anteny RTV
3491,Warszawa,pl. Gajowa,90,C620,VII,8,8,Tuesday,VII,9,9,Wednesday,25,Anteny RTV
3492,Kutno,al. Sienkiewicza,979,C360,III,15,15,Saturday,III,16,12,Sunday,21,Anteny RTV
3493,Konin,al. Strumykowa,54,C516,I,20,16,Sunday,I,23,16,Wednesday,73,Anteny RTV
3494,Radom,ul. Prusa,49,C360,II,24,16,Sunday,II,25,3,Monday,11,Anteny RTV
3495,Radom,pl. Konstytucji 3 Maja,129,C516,X,7,5,Tuesday,X,11,7,Saturday,98,Anteny RTV
3496,Szczecin,ul. Dzialkowa,7,C516,VI,24,14,Tuesday,VI,25,19,Wednesday,29,Anteny RTV
3497,Mielec,ul. Borowkowa,65,C516,VII,2,18,Wednesday,VII,6,7,Sunday,84,Anteny RTV
3498,Mielec,ul. Borowkowa,65,C620,IV,1,10,Tuesday,IV,2,3,Wednesday,17,Anteny RTV
3499,Szczecin,pl. Powstancow slaskich,67,C360,III,7,10,Friday,III,10,4,Monday,66,Anteny RTV
3500,Radom,ul. Storczykowa,534,C360,X,13,17,Monday,X,14,8,Tuesday,15,Anteny RTV
3501,Radom,pl. Batalionow Chlopskich,61,C360,VIII,25,2,Monday,VIII,28,6,Thursday,76,Anteny RTV
3502,Radom,al. Sosnowa,49,C360,V,3,14,Saturday,V,5,0,Monday,33,Anteny RTV
3503,Szczecin,al. Okrzei,77,C620,X,17,22,Friday,X,19,22,Sunday,47,Anteny RTV
3504,Radom,ul. Willowa,58,C360,V,4,23,Sunday,V,7,3,Wednesday,52,Anteny RTV
3505,Konin,pl. Szeroka,11,C516,III,2,16,Sunday,III,3,7,Monday,15,Anteny RTV
3506,Konin,ul. Mostowa,932,C360,VIII,5,8,Tuesday,VIII,7,5,Thursday,46,Anteny RTV
3507,Gdynia,pl. Opolska,89,C620,I,26,17,Saturday,I,28,13,Monday,44,Anteny RTV
3508,Gdynia,ul. Letnia,87,C620,VIII,10,11,Sunday,VIII,13,13,Wednesday,74,Anteny RTV
3509,Police,ul. Ludowa,90,C620,VII,12,12,Saturday,VII,18,16,Friday,147,Anteny RTV
3510,Konin,ul. Mostowa,932,C360,IX,10,12,Wednesday,IX,11,5,Thursday,16,Anteny RTV
3511,Warszawa,al. Mokra,49,C516,VIII,4,1,Monday,VIII,5,14,Tuesday,36,Anteny RTV
3512,Kutno,pl. Lubelska,95,C620,IX,29,11,Monday,X,3,20,Friday,105,Anteny RTV
3513,Kutno,al. Broniewskiego,729,C516,I,29,9,Tuesday,I,31,5,Thursday,44,Anteny RTV
3514,Konin,al. Kwiatowa,5,C516,VII,13,7,Sunday,VII,14,14,Monday,31,Anteny RTV
3515,Mielec,pl. Zielona,434,C360,X,9,3,Thursday,X,12,2,Sunday,70,Anteny RTV
3516,Szczecin,al. Cyprysowa,868,C360,VII,9,15,Wednesday,VII,9,19,Wednesday,4,Anteny RTV
3517,Police,al. lanowa,48,C620,VIII,2,9,Saturday,VIII,7,7,Thursday,118,Anteny RTV
3518,Police,al. Sikorskiego,22,C360,VIII,26,6,Tuesday,VIII,27,18,Wednesday,36,Anteny RTV
3519,Radom,ul. Kosciuszki,21,C516,III,2,23,Sunday,III,3,6,Monday,7,Anteny RTV
3520,Konin,ul. Perlowa,346,C620,VII,29,14,Tuesday,VII,31,7,Thursday,42,Anteny RTV
3521,Kutno,ul. Sikorskiego,57,C620,I,10,4,Thursday,I,11,10,Friday,30,Anteny RTV
3522,Szczecin,pl. Slowianska,29,C516,VI,29,19,Sunday,VII,4,6,Friday,107,Anteny RTV
3523,Radom,ul. Orzeszkowej,96,C620,V,12,1,Monday,V,15,21,Thursday,92,Anteny RTV
3524,Radom,pl. lakowa,55,C360,IV,28,19,Monday,V,3,4,Saturday,106,Anteny RTV
3525,Szczecin,pl. Sawickiej,16,C620,VIII,25,16,Monday,VIII,29,17,Friday,97,Anteny RTV
3526,Police,pl. Dlugosza,70,C516,III,28,4,Friday,III,30,22,Sunday,65,Anteny RTV
3527,Mielec,al. Rubinowa,51,C620,III,4,0,Tuesday,III,4,18,Tuesday,18,Anteny RTV
3528,Warszawa,al. Strazacka,25,C360,II,16,11,Saturday,II,19,8,Tuesday,69,Anteny RTV
3529,Radom,pl. Batalionow Chlopskich,61,C620,III,6,1,Thursday,III,11,2,Tuesday,121,Anteny RTV
3530,Warszawa,pl. Truskawkowa,38,C360,VII,27,4,Sunday,VII,27,18,Sunday,14,Anteny RTV
3531,Kutno,al. zeromskiego,261,C516,I,2,2,Wednesday,I,4,16,Friday,62,Anteny RTV
3532,Warszawa,al. Rzeczna,403,C360,VIII,24,3,Sunday,VIII,27,9,Wednesday,78,Anteny RTV
3533,Gdynia,pl. Opolska,89,C620,VII,31,22,Thursday,VIII,1,0,Friday,2,Anteny RTV
3534,Gdynia,pl. Opolska,89,C620,V,12,23,Monday,V,14,5,Wednesday,30,Anteny RTV
3535,Gdynia,al. Wypoczynkowa,366,C360,X,5,4,Sunday,X,7,16,Tuesday,60,Anteny RTV
3536,Konin,ul. Mostowa,932,C516,VIII,8,5,Friday,VIII,9,16,Saturday,36,Anteny RTV
3537,Warszawa,ul. Konarskiego,65,C620,V,10,2,Saturday,V,11,16,Sunday,38,Anteny RTV
3538,Radom,pl. zwirowa,68,C360,IX,28,18,Sunday,X,5,11,Sunday,160,Anteny RTV
3539,Radom,pl. zwirowa,68,C516,VIII,23,20,Saturday,VIII,27,1,Wednesday,77,Anteny RTV
3540,Mielec,pl. Zielona,434,C360,I,3,7,Thursday,I,7,2,Monday,91,Anteny RTV
3541,Gdynia,al. Reja,108,C516,VII,3,19,Thursday,VII,4,0,Friday,6,Anteny RTV
3542,Szczecin,ul. Sosnowa,84,C360,IX,9,2,Tuesday,IX,13,4,Saturday,98,Anteny RTV
3543,Szczecin,al. Skargi,58,C516,I,8,1,Tuesday,I,10,19,Thursday,67,Anteny RTV
3544,Radom,ul. Szmaragdowa,53,C360,VIII,29,5,Friday,VIII,29,13,Friday,8,Anteny RTV
3545,Police,al. lanowa,48,C620,VIII,31,18,Sunday,IX,3,13,Wednesday,66,Anteny RTV
3546,Police,pl. Jezynowa,578,C516,IV,19,5,Saturday,IV,19,21,Saturday,16,Anteny RTV
3547,Police,al. Sikorskiego,22,C360,VII,5,6,Saturday,VII,6,11,Sunday,29,Anteny RTV
3548,Gdynia,ul. Cmentarna,698,C516,II,2,21,Saturday,II,5,0,Tuesday,51,Anteny RTV
3549,Radom,ul. Kosciuszki,21,C360,VIII,2,12,Saturday,VIII,3,11,Sunday,22,Anteny RTV
3550,Mielec,al. Kasztanowa,10,C620,IV,24,14,Thursday,IV,26,4,Saturday,38,Anteny RTV
3551,Konin,pl. Jagiellonska,1,C516,IX,22,13,Monday,IX,22,21,Monday,8,Anteny RTV
3552,Konin,al. Jasminowa,20,C516,IX,9,9,Tuesday,IX,12,4,Friday,68,Anteny RTV
3553,Konin,ul. Orzechowa,54,C360,V,29,19,Thursday,VI,2,19,Monday,96,Anteny RTV
3554,Konin,ul. Orzechowa,54,C360,V,24,11,Saturday,V,30,20,Friday,152,Anteny RTV
3555,Konin,pl. Rumiankowa,1,C360,IX,7,9,Sunday,IX,11,20,Thursday,107,Anteny RTV
3556,Mielec,al. Jana,365,C620,VII,19,3,Saturday,VII,20,10,Sunday,31,Anteny RTV
3557,Warszawa,pl. Jasna,53,C360,VII,3,1,Thursday,VII,4,1,Friday,24,Anteny RTV
3558,Konin,ul. Jabloniowa,21,C620,IX,25,13,Thursday,IX,28,7,Sunday,65,Anteny RTV
3559,Szczecin,pl. Robotnicza,526,C360,VII,21,20,Monday,VII,22,15,Tuesday,19,Anteny RTV
3560,Konin,pl. Spokojna,78,C360,VII,20,16,Sunday,VII,21,22,Monday,31,Anteny RTV
3561,Gdynia,al. Zakole,922,C516,X,12,3,Sunday,X,13,2,Monday,23,Anteny RTV
3562,Warszawa,ul. Niecala,61,C620,V,23,16,Friday,V,27,21,Tuesday,102,Anteny RTV
3563,Kutno,al. Fredry,92,C620,VI,26,7,Thursday,VI,29,1,Sunday,66,Anteny RTV
3564,Gdynia,al. Wilcza,461,C360,III,1,1,Saturday,III,3,19,Monday,66,Anteny RTV
3565,Police,ul. Ludowa,90,C516,VIII,30,12,Saturday,IX,1,22,Monday,57,Anteny RTV
3566,Radom,al. Sosnowa,732,C620,VII,11,2,Friday,VII,11,3,Friday,1,Anteny RTV
3567,Radom,al. Sosnowa,732,C620,III,3,1,Monday,III,3,21,Monday,19,Anteny RTV
3568,Warszawa,ul. Konarskiego,65,C516,V,23,13,Friday,V,27,5,Tuesday,88,Anteny RTV
3569,Szczecin,al. Skargi,58,C360,IX,25,17,Thursday,IX,27,2,Saturday,33,Anteny RTV
3570,Mielec,pl. Zielona,434,C360,VII,19,0,Saturday,VII,20,19,Sunday,42,Anteny RTV
3571,Police,al. lanowa,48,C620,VII,30,9,Wednesday,VIII,3,3,Sunday,90,Anteny RTV
3572,Warszawa,pl. Gajowa,90,C360,V,19,23,Monday,V,24,0,Saturday,97,Anteny RTV
3573,Police,al. Sikorskiego,22,C516,I,9,11,Wednesday,I,15,14,Tuesday,147,Anteny RTV
3574,Warszawa,pl. Spacerowa,1,C620,IX,23,16,Tuesday,IX,25,0,Thursday,32,Anteny RTV
3575,Szczecin,pl. Slowianska,29,C516,IX,18,13,Thursday,IX,19,19,Friday,29,Anteny RTV
3576,Kutno,al. Torowa,74,C516,VII,31,7,Thursday,VIII,5,17,Tuesday,130,Anteny RTV
3577,Gdynia,pl. Lubelska,7,C620,VI,25,23,Wednesday,VI,27,11,Friday,36,Anteny RTV
3578,Radom,ul. Orzeszkowej,96,C516,V,17,18,Saturday,V,17,21,Saturday,2,Anteny RTV
3579,Radom,ul. Orzeszkowej,96,C620,II,8,7,Friday,II,9,19,Saturday,35,Anteny RTV
3580,Mielec,al. Jana,365,C620,I,4,11,Friday,I,5,13,Saturday,26,Anteny RTV
3581,Konin,al. zytnia,11,C516,IV,30,10,Wednesday,V,1,8,Thursday,22,Anteny RTV
3582,Konin,al. zytnia,11,C360,IV,8,7,Tuesday,IV,11,6,Friday,71,Anteny RTV
3583,Radom,pl. lakowa,55,C516,III,30,11,Sunday,IV,1,10,Tuesday,46,Anteny RTV
3584,Police,ul. Storczykowa,88,C360,VII,25,16,Friday,VII,27,6,Sunday,38,Anteny RTV
3585,Konin,pl. Glowna,248,C360,VI,8,16,Sunday,VI,15,0,Sunday,151,Anteny RTV
3586,Warszawa,pl. Sienkiewicza,75,C360,I,2,10,Wednesday,I,6,1,Sunday,87,Anteny RTV
3587,Szczecin,al. Okrzei,77,C620,II,18,10,Monday,II,22,2,Friday,87,Anteny RTV
3588,Konin,ul. Sienkiewicza,979,C360,VII,23,20,Wednesday,VII,24,9,Thursday,13,Anteny RTV
3589,Warszawa,ul. Niecala,61,C516,I,15,13,Tuesday,I,16,5,Wednesday,16,Anteny RTV
3590,Police,al. Wiejska,608,C360,VIII,25,3,Monday,VIII,25,11,Monday,8,Anteny RTV
3591,Police,ul. Powstancow,75,C620,X,9,20,Thursday,X,14,19,Tuesday,119,Anteny RTV
3592,Szczecin,al. Cyprysowa,868,C516,II,24,2,Sunday,II,24,5,Sunday,3,Anteny RTV
3593,Mielec,pl. Mila,341,C360,X,1,2,Wednesday,X,2,22,Thursday,44,Anteny RTV
3594,Kutno,al. Wiatraczna,574,C620,II,17,16,Sunday,II,20,6,Wednesday,61,Anteny RTV
3595,Mielec,al. Wladyslawa lokietka,27,C360,VI,8,21,Sunday,VI,10,12,Tuesday,39,Anteny RTV
3596,Szczecin,pl. Prusa,308,C516,VIII,5,11,Tuesday,VIII,7,12,Thursday,48,Anteny RTV
3597,Konin,pl. Boczna,7,C620,V,11,11,Sunday,V,12,4,Monday,17,Anteny RTV
3598,Radom,pl. Kasztanowa,82,C620,IV,14,12,Monday,IV,18,16,Friday,100,Anteny RTV
3599,Radom,pl. Kasztanowa,82,C360,IV,13,17,Sunday,IV,15,0,Tuesday,32,Anteny RTV
3600,Kutno,pl. Widokowa,16,C516,V,26,5,Monday,V,26,12,Monday,7,Anteny RTV
3601,Police,al. Skladowa,831,C360,II,13,14,Wednesday,II,15,15,Friday,49,Anteny RTV
3602,Konin,pl. Jagiellonska,1,C620,IV,1,3,Tuesday,IV,4,1,Friday,70,Anteny RTV
3603,Konin,al. Strumykowa,54,C360,I,28,19,Monday,I,30,8,Wednesday,36,Anteny RTV
3604,Police,pl. Wodna,120,C360,VII,13,11,Sunday,VII,13,13,Sunday,2,Anteny RTV
3605,Szczecin,al. Lelewela,27,C516,VII,16,11,Wednesday,VII,17,11,Thursday,24,Anteny RTV
3606,Police,ul. Sosnowa,967,C360,VIII,21,16,Thursday,VIII,25,1,Monday,81,Anteny RTV
3607,Radom,pl. Konstytucji 3 Maja,129,C360,V,6,15,Tuesday,V,8,19,Thursday,52,Anteny RTV
3608,Konin,pl. Rumiankowa,1,C360,VII,22,17,Tuesday,VII,24,11,Thursday,41,Anteny RTV
3609,Warszawa,al. Stawowa,962,C360,IX,27,4,Saturday,X,1,3,Wednesday,95,Anteny RTV
